Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,scheme_name,Net Asset Value,Date
145754,INF109KC1QA6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Half Yearly IDCW Option,12.8566,19-Apr-22
145752,INF109KC1PZ5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Quarterly IDCW Option,12.8568,19-Apr-22
145707,INF109KC1QE8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Cumulative Option,12.9695,11-May-22
145709,INF109KC1QH1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Cumulative Option,13.1046,11-May-22
145712,INF109KC1QJ7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Half Yearly IDCW Option,13.0987,11-May-22
145711,INF109KC1QI9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Quarterly IDCW Option,13.1038,11-May-22
145708,INF109KC1QG3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Half Yearly IDCW Option,12.9691,11-May-22
145710,INF109KC1QF5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Quarterly IDCW Option,12.9695,11-May-22
145520,INF109KC1NU1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Cumulative Option,13.0267,12-Apr-22
145515,INF109KC1NX5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Cumulative Option,13.1353,12-Apr-22
145517,INF109KC1NY3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Quarterly IDCW Option,13.1353,12-Apr-22
145516,INF109KC1NV9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Quarterly IDCW Option,13.0267,12-Apr-22
145436,INF109KC1NI6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Cumulative Option,12.8757,05-Apr-22
145431,INF109KC1NL0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Direct Plan Cumulative Option,12.9756,05-Apr-22
145434,INF109KC1NK2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Half Yearly IDCW Option,12.8755,05-Apr-22
145432,INF109KC1NJ4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Quarterly IDCW Option,12.8756,05-Apr-22
145996,INF109KC1RK3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Cumulative Option,12.8525,09-Jun-22
145997,INF109KC1RP2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Cumulative Option,12.9539,09-Jun-22
145999,INF109KC1RO5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Half Yearly IDCW Option,12.9539,09-Jun-22
145998,INF109KC1RN7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Quarterly IDCW Option,12.9539,09-Jun-22
146000,INF109KC1RM9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Half Yearly IDCW Option,12.8524,09-Jun-22
145995,INF109KC1RL1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Quarterly IDCW Option,12.8524,09-Jun-22
145904,INF109KC1QU4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Cumulative Option,12.8252,02-Jun-22
145905,INF109KC1QZ3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Direct Plan Cumulative Option,12.9359,02-Jun-22
145909,INF109KC1QY6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Direct Plan Half Yearly IDCW Option,12.9359,02-Jun-22
145907,INF109KC1QW0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Half Yearly IDCW Option,12.8209,02-Jun-22
145906,INF109KC1QV2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Quarterly IDCW Option,12.8253,02-Jun-22
145705,INF109KC1PS0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Cumulative Option,12.997,30-May-22
145701,INF109KC1PV4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Direct Plan Cumulative Option,13.1022,30-May-22
145706,INF109KC1PU6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Half Yearly IDCW Option,12.9969,30-May-22
145702,INF109KC1PT8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Quarterly IDCW Option,12.997,30-May-22
145312,INF109KC1MO6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Cumulative Option,13.09,21-Apr-22
145307,INF109KC1MR9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Cumulative Option,13.2257,21-Apr-22
145310,INF109KC1MT5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Half Yearly IDCW Option,13.2257,21-Apr-22
145309,INF109KC1MQ1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Half Yearly IDCW Option,13.09,21-Apr-22
145308,INF109KC1MP3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Quarterly IDCW Option,13.09,21-Apr-22
145627,INF109KC1PM3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Cumulative Option,13.0059,30-May-22
145628,INF109KC1PP6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Direct Plan Cumulative Option,13.1184,30-May-22
145630,INF109KC1PO9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Half Yearly IDCW Option,13.0103,30-May-22
145632,INF109KC1PN1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Quarterly IDCW Option,13.0058,30-May-22
145119,INF109KC1LM2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Cumulative Option,13.1485,18-Apr-22
145122,INF109KC1LP5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Cumulative Option,13.2506,18-Apr-22
145124,INF109KC1LQ3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Quarterly IDCW Option,13.2506,18-Apr-22
145123,INF109KC1LN0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Quarterly IDCW Option,13.1485,18-Apr-22
145184,INF109KC1MI8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Cumulative Option,13.2041,02-May-22
145185,INF109KC1ML2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Direct Plan Cumulative Option,13.3454,02-May-22
145183,INF109KC1MK4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Half Yearly IDCW Option,13.203,02-May-22
145186,INF109KC1MJ6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Quarterly IDCW Option,13.2039,02-May-22
145024,INF109KC1LA7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Cumulative Option,13.1455,13-Apr-22
145028,INF109KC1LD1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Direct Plan Cumulative Option,13.2587,13-Apr-22
145026,INF109KC1LC3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Half Yearly IDCW Option,13.1454,13-Apr-22
145025,INF109KC1LB5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Quarterly IDCW Option,13.1453,13-Apr-22
145623,INF109KC1PG5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Cumulative Option,13.1572,30-May-22
145625,INF109KC1PJ9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Cumulative Option,13.2039,30-May-22
145626,INF109KC1PK7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Quarterly IDCW Option,13.2039,30-May-22
145023,INF109KC1KU7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Cumulative Option,13.2388,11-Apr-22
145018,INF109KC1KX1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Direct Plan Cumulative Option,13.3589,11-Apr-22
145021,INF109KC1KW3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Half Yearly IDCW Option,13.2414,11-Apr-22
145019,INF109KC1KV5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Quarterly IDCW Option,13.2388,11-Apr-22
145132,INF109KC1LS9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Cumulative Option,10.3545,13-Mar-19
145129,INF109KC1LU5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Direct Plan Cumulative Option,10.3638,13-Mar-19
145131,INF109KC1LT7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Dividend Option,10.3545,13-Mar-19
146797,INF109KC1VQ2,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Cumulative Option,15.3776,22-Jul-24
146795,INF109KC1VT6,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Direct Plan Cumulative Option,15.5446,22-Jul-24
146800,INF109KC1VR0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Quarterly IDCW Option,15.3773,22-Jul-24
146911,INF109KC1WY4,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Cumulative Option,12.3725,25-Apr-22
146912,INF109KC1XB0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Direct Plan Cumulative Option,12.4682,25-Apr-22
146915,INF109KC1XA2,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Half Yearly IDCW Option,12.3725,25-Apr-22
146935,INF109KC1XO3,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Cumulative Option,12.3984,28-Apr-22
146931,INF109KC1XR6,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Direct Plan Cumulative Option,12.4738,28-Apr-22
146932,INF109KC1XQ8,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Half Yearly IDCW Option,12.3976,28-Apr-22
146933,INF109KC1XP0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Quarterly IDCW Option,12.3984,28-Apr-22
146926,INF109KC1XI5,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Cumulative Option,12.4567,28-Apr-22
146924,INF109KC1XL9,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Direct Plan Cumulative Option,12.4952,28-Apr-22
146925,INF109KC1XJ3,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Quarterly IDCW Option,12.4567,28-Apr-22
146981,INF109KC1XU0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Cumulative Option,12.6078,10-May-22
146982,INF109KC1XX4,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Direct Plan Cumulative Option,12.6843,10-May-22
146983,INF109KC1XV8,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Quarterly IDCW Option,12.6078,10-May-22
146810,INF109KC1VK5,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Cumulative Option,12.4678,02-May-22
146811,INF109KC1VN9,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Cumulative Option,12.5069,02-May-22
146809,INF109KC1VO7,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Quarterly IDCW Option,12.5069,02-May-22
146807,INF109KC1VM1,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Half Yearly IDCW Option,12.4678,02-May-22
146531,INF109KC1UK7,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Cumulative Option,12.5627,27-Apr-22
146532,INF109KC1UN1,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Direct Plan Cumulative Option,12.6837,27-Apr-22
146530,INF109KC1UP6,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Direct Plan Half Yearly IDCW Option,12.6837,27-Apr-22
146535,INF109KC1UM3,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Half Yearly IDCW Option,12.5627,27-Apr-22
146533,INF109KC1UL5,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Quarterly IDCW Option,12.5627,27-Apr-22
146662,INF109KC1UQ4,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Cumulative Option,12.6476,05-May-22
146663,INF109KC1UT8,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Direct Plan Cumulative Option,12.6877,05-May-22
146664,INF109KC1US0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Half Yearly IDCW Option,12.6476,05-May-22
146659,INF109KC1UR2,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Quarterly IDCW Option,12.6476,05-May-22
146448,INF109KC1TK9,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Cumulative Option,12.6871,04-May-22
146450,INF109KC1TN3,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Direct Plan Cumulative Option,12.7072,04-May-22
146446,INF109KC1TO1,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Direct Plan Quarterly IDCW Option,12.7072,04-May-22
146445,INF109KC1TL7,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Quarterly IDCW Option,12.6871,04-May-22
146306,INF109KC1TA0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Cumulative Option,12.6542,02-May-22
146309,INF109KC1TD4,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Direct Plan Cumulative Option,12.7516,02-May-22
146308,INF109KC1TE2,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Direct Plan Quarterly IDCW Option,12.7522,02-May-22
146310,INF109KC1TC6,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Half Yearly IDCW Option,12.6539,02-May-22
146307,INF109KC1TB8,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Quarterly IDCW Option,12.6542,02-May-22
146255,INF109KC1SO3,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Cumulative Option,12.6902,21-Apr-22
146256,INF109KC1SR6,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Cumulative Option,12.8237,21-Apr-22
146258,INF109KC1ST2,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Half Yearly IDCW Option,12.8237,21-Apr-22
146259,INF109KC1SS4,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Quarterly IDCW Option,12.8215,21-Apr-22
146260,INF109KC1SQ8,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Half Yearly IDCW Option,12.6902,21-Apr-22
146257,INF109KC1SP0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Quarterly IDCW Option,12.6894,21-Apr-22
146340,INF109KC1SU0,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Cumulative Option,12.8642,17-May-22
146344,INF109KC1SX4,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Direct Plan Cumulative Option,12.9876,17-May-22
146343,INF109KC1SZ9,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Direct Plan Half Yearly IDCW Option,12.9876,17-May-22
146342,INF109KC1SW6,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Half Yearly IDCW Option,12.8639,17-May-22
146345,INF109KC1SV8,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Quarterly IDCW Option,12.8642,17-May-22
146115,INF109KC1SI5,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Cumulative Option,12.7541,05-May-22
146117,INF109KC1SL9,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Direct Plan Cumulative Option,12.862,05-May-22
146116,INF109KC1SM7,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Direct Plan Quarterly IDCW Option,12.862,05-May-22
146118,INF109KC1SK1,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Half Yearly IDCW Option,12.754,05-May-22
146119,INF109KC1SJ3,-,ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Quarterly IDCW Option,12.7541,05-May-22
147137,INF109KC1A21,-,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Cumulative Option,12.3914,28-Apr-22
147138,INF109KC1A54,-,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Cumulative Option,12.4857,28-Apr-22
147141,INF109KC1A70,-,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Half Yearly IDCW Option,12.4856,28-Apr-22
147142,INF109KC1A47,-,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Half Yearly IDCW Option,12.3811,28-Apr-22
147139,INF109KC1A39,-,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Quarterly IDCW Option,12.3913,28-Apr-22
148185,INF109KC1K52,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Cumulative Option,12.1897,27-Apr-23
148186,INF109KC1K86,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Direct Plan Cumulative Option,12.2109,27-Apr-23
148187,INF109KC1K78,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Half Yearly IDCW Option,12.1894,27-Apr-23
148182,INF109KC1K60,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Quarterly IDCW Option,12.1896,27-Apr-23
147899,INF109KC1G90,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Cumulative Option,12.2371,17-Apr-23
147900,INF109KC1H24,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Cumulative Option,12.29,17-Apr-23
147902,INF109KC1H40,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Half Yearly IDCW Option,12.2899,17-Apr-23
147904,INF109KC1H32,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Quarterly IDCW Option,12.2899,17-Apr-23
147901,INF109KC1H16,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Half Yearly IDCW Option,12.2371,17-Apr-23
147903,INF109KC1H08,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Quarterly IDCW Option,12.2371,17-Apr-23
147858,INF109KC1G25,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Cumulative Option,12.4498,27-Apr-23
147859,INF109KC1G58,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Cumulative Option,12.4947,27-Apr-23
147862,INF109KC1G74,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Half Yearly IDCW Option,12.4946,27-Apr-23
147860,INF109KC1G66,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Quarterly IDCW Option,12.4946,27-Apr-23
147861,INF109KC1G41,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Half Yearly IDCW Option,12.4498,27-Apr-23
147863,INF109KC1G33,-,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Quarterly IDCW Option,12.4498,27-Apr-23
150950,INF109KC17M6,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Growth,11.2012,22-Jul-24
150953,INF109KC19M2,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Half Yearly IDCW,11.2012,22-Jul-24
150952,INF109KC18M4,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Quarterly IDCW,11.1993,22-Jul-24
150949,INF109KC14M3,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Growth,11.1606,22-Jul-24
150954,INF109KC16M8,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Half Yearly IDCW,11.1606,22-Jul-24
150951,INF109KC15M0,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Quarterly IDCW,11.1607,22-Jul-24
151493,INF109KC14R2,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - Growth,11.1121,22-Jul-24
151492,INF109KC15R9,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - IDCW,11.1123,22-Jul-24
151491,INF109KC12R6,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Growth,11.0745,22-Jul-24
151494,INF109KC13R4,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - IDCW,11.0744,22-Jul-24
150449,INF109KC17D5,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Growth,10.3815,09-Mar-23
150525,INF109KC19D1,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Half Yearly IDCW,10.3801,09-Mar-23
150448,INF109KC18D3,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Quarterly IDCW,10.3813,09-Mar-23
150450,INF109KC14D2,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Growth,10.3751,09-Mar-23
150447,INF109KC15D9,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Quarterly IDCW,10.3751,09-Mar-23
150955,INF109KC12N5,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Direct Plan - Growth,10.1718,13-Mar-23
150956,INF109KC13N3,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Direct Plan - Quarterly IDCW,10.1716,13-Mar-23
150957,INF109KC11N7,-,ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Quarterly IDCW,10.1688,13-Mar-23
150958,INF109KC10N9,-,ICICI Prudential Fixed Maturity Plan -- Series 88 - 91 Days Plan G - Growth,10.1688,13-Mar-23
151638,INF109KC13S2,-,ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - Direct Plan - Growth,10.1607,13-Jun-23
151635,INF109KC14S0,-,ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - Direct Plan - IDCW,10.1602,13-Jun-23
151637,INF109KC11S6,-,ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - Growth,10.1584,13-Jun-23
151636,INF109KC12S4,-,ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - IDCW,10.1584,13-Jun-23
130085,INF109KB1GL5,-,ICICI Prudential Fixed Maturity Plan - Series 74 -369 Days Plan T Direct Plan Cumulative Option,12.8921,27-Jul-17
130088,INF109KB1GN1,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Cumulative Option,12.8728,27-Jul-17
130087,INF109KB1GO9,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Dividend Option,12.8136,27-Jul-17
130086,INF109KB1GM3,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T Direct Plan Dividend Option,12.8328,27-Jul-17
130178,INF109KB1IH9,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Cumulative Option,12.8285,27-Jul-17
130179,INF109KB1II7,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Dividend Option,12.7697,27-Jul-17
130177,INF109KB1IJ5,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Cumulative Option,12.8491,27-Jul-17
130180,INF109KB1IK3,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Dividend Option,12.7902,27-Jul-17
133503,INF109KA16S9,-,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Cumulative Option,13.4136,02-May-18
133504,INF109KA18S5,-,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Cumulative Option,13.6061,02-May-18
133501,INF109KA19S3,-,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Dividend Option,13.6061,02-May-18
133502,INF109KA17S7,-,ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Dividend Option,13.4136,02-May-18
129236,INF109KB1XL0,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Cumulative Option,13.0529,07-Aug-17
129238,INF109KB1XN6,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Direct Plan Cumulative Option,13.1752,07-Aug-17
129239,INF109KB1XO4,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Direct Plan Dividend Option,12.3809,07-Aug-17
129237,INF109KB1XM8,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Dividend Option,12.2891,07-Aug-17
140545,INF109KB1O27,-,ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Cumulative Option,12.4204,04-May-20
140548,INF109KB1O35,-,ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Direct Plan - Cumulative Option,12.4437,04-May-20
140547,INF109KB1O43,-,ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Direct Plan - Dividend Option,12.4437,04-May-20
140546,INF109KB1O50,-,ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Dividend Option,12.4204,04-May-20
140537,INF109KB1N85,-,ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Cumulative Option,12.4446,04-May-20
140538,INF109KB1O01,-,ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Cumulative Option,12.4675,04-May-20
140539,INF109KB1O19,-,ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Dividend Option,12.4675,04-May-20
